date_id,date,day,month,year,quarter
244,2024-08-31,31,8,2024,3
245,2024-09-01,1,9,2024,3
246,2024-09-02,2,9,2024,3
247,2024-09-03,3,9,2024,3
248,2024-09-04,4,9,2024,3
249,2024-09-05,5,9,2024,3
250,2024-09-06,6,9,2024,3
251,2024-09-07,7,9,2024,3
252,2024-09-08,8,9,2024,3
253,2024-09-09,9,9,2024,3
254,2024-09-10,10,9,2024,3
255,2024-09-11,11,9,2024,3
256,2024-09-12,12,9,2024,3
257,2024-09-13,13,9,2024,3
258,2024-09-14,14,9,2024,3
259,2024-09-15,15,9,2024,3
260,2024-09-16,16,9,2024,3
261,2024-09-17,17,9,2024,3
262,2024-09-18,18,9,2024,3
263,2024-09-19,19,9,2024,3
264,2024-09-20,20,9,2024,3
265,2024-09-21,21,9,2024,3
266,2024-09-22,22,9,2024,3
267,2024-09-23,23,9,2024,3
268,2024-09-24,24,9,2024,3
269,2024-09-25,25,9,2024,3
270,2024-09-26,26,9,2024,3
271,2024-09-27,27,9,2024,3
272,2024-09-28,28,9,2024,3
273,2024-09-29,29,9,2024,3
274,2024-09-30,30,9,2024,3
275,2024-10-01,1,10,2024,4
276,2024-10-02,2,10,2024,4
277,2024-10-03,3,10,2024,4
278,2024-10-04,4,10,2024,4
279,2024-10-05,5,10,2024,4
280,2024-10-06,6,10,2024,4
281,2024-10-07,7,10,2024,4
282,2024-10-08,8,10,2024,4
283,2024-10-09,9,10,2024,4
284,2024-10-10,10,10,2024,4
285,2024-10-11,11,10,2024,4
286,2024-10-12,12,10,2024,4
287,2024-10-13,13,10,2024,4
288,2024-10-14,14,10,2024,4
289,2024-10-15,15,10,2024,4
290,2024-10-16,16,10,2024,4
291,2024-10-17,17,10,2024,4
292,2024-10-18,18,10,2024,4
293,2024-10-19,19,10,2024,4
294,2024-10-20,20,10,2024,4
295,2024-10-21,21,10,2024,4
296,2024-10-22,22,10,2024,4
297,2024-10-23,23,10,2024,4
298,2024-10-24,24,10,2024,4
299,2024-10-25,25,10,2024,4
300,2024-10-26,26,10,2024,4
301,2024-10-27,27,10,2024,4
302,2024-10-28,28,10,2024,4
303,2024-10-29,29,10,2024,4
304,2024-10-30,30,10,2024,4
305,2024-10-31,31,10,2024,4
306,2024-11-01,1,11,2024,4
307,2024-11-02,2,11,2024,4
308,2024-11-03,3,11,2024,4
309,2024-11-04,4,11,2024,4
310,2024-11-05,5,11,2024,4
311,2024-11-06,6,11,2024,4
312,2024-11-07,7,11,2024,4
313,2024-11-08,8,11,2024,4
314,2024-11-09,9,11,2024,4
315,2024-11-10,10,11,2024,4
316,2024-11-11,11,11,2024,4
317,2024-11-12,12,11,2024,4
318,2024-11-13,13,11,2024,4
319,2024-11-14,14,11,2024,4
320,2024-11-15,15,11,2024,4
321,2024-11-16,16,11,2024,4
322,2024-11-17,17,11,2024,4
323,2024-11-18,18,11,2024,4
324,2024-11-19,19,11,2024,4
325,2024-11-20,20,11,2024,4
326,2024-11-21,21,11,2024,4
327,2024-11-22,22,11,2024,4
328,2024-11-23,23,11,2024,4
329,2024-11-24,24,11,2024,4
330,2024-11-25,25,11,2024,4
331,2024-11-26,26,11,2024,4
332,2024-11-27,27,11,2024,4
333,2024-11-28,28,11,2024,4
334,2024-11-29,29,11,2024,4
335,2024-11-30,30,11,2024,4
336,2024-12-01,1,12,2024,4
337,2024-12-02,2,12,2024,4
338,2024-12-03,3,12,2024,4
339,2024-12-04,4,12,2024,4
340,2024-12-05,5,12,2024,4
341,2024-12-06,6,12,2024,4
342,2024-12-07,7,12,2024,4
343,2024-12-08,8,12,2024,4
344,2024-12-09,9,12,2024,4
345,2024-12-10,10,12,2024,4
346,2024-12-11,11,12,2024,4
347,2024-12-12,12,12,2024,4
348,2024-12-13,13,12,2024,4
349,2024-12-14,14,12,2024,4
350,2024-12-15,15,12,2024,4
351,2024-12-16,16,12,2024,4
352,2024-12-17,17,12,2024,4
353,2024-12-18,18,12,2024,4
354,2024-12-19,19,12,2024,4
355,2024-12-20,20,12,2024,4
356,2024-12-21,21,12,2024,4
357,2024-12-22,22,12,2024,4
358,2024-12-23,23,12,2024,4
359,2024-12-24,24,12,2024,4
360,2024-12-25,25,12,2024,4
361,2024-12-26,26,12,2024,4
362,2024-12-27,27,12,2024,4
363,2024-12-28,28,12,2024,4
364,2024-12-29,29,12,2024,4
365,2024-12-30,30,12,2024,4
366,2024-12-31,31,12,2024,4
367,2025-01-01,1,1,2025,1
368,2025-01-02,2,1,2025,1
369,2025-01-03,3,1,2025,1
370,2025-01-04,4,1,2025,1
371,2025-01-05,5,1,2025,1
372,2025-01-06,6,1,2025,1
373,2025-01-07,7,1,2025,1
374,2025-01-08,8,1,2025,1
375,2025-01-09,9,1,2025,1
376,2025-01-10,10,1,2025,1
377,2025-01-11,11,1,2025,1
378,2025-01-12,12,1,2025,1
379,2025-01-13,13,1,2025,1
380,2025-01-14,14,1,2025,1
381,2025-01-15,15,1,2025,1
382,2025-01-16,16,1,2025,1
383,2025-01-17,17,1,2025,1
384,2025-01-18,18,1,2025,1
385,2025-01-19,19,1,2025,1
386,2025-01-20,20,1,2025,1
387,2025-01-21,21,1,2025,1
388,2025-01-22,22,1,2025,1
389,2025-01-23,23,1,2025,1
390,2025-01-24,24,1,2025,1
391,2025-01-25,25,1,2025,1
392,2025-01-26,26,1,2025,1
393,2025-01-27,27,1,2025,1
394,2025-01-28,28,1,2025,1
395,2025-01-29,29,1,2025,1
396,2025-01-30,30,1,2025,1
397,2025-01-31,31,1,2025,1
398,2025-02-01,1,2,2025,1
399,2025-02-02,2,2,2025,1
400,2025-02-03,3,2,2025,1
401,2025-02-04,4,2,2025,1
402,2025-02-05,5,2,2025,1
403,2025-02-06,6,2,2025,1
404,2025-02-07,7,2,2025,1
405,2025-02-08,8,2,2025,1
406,2025-02-09,9,2,2025,1
407,2025-02-10,10,2,2025,1
408,2025-02-11,11,2,2025,1
409,2025-02-12,12,2,2025,1
410,2025-02-13,13,2,2025,1
411,2025-02-14,14,2,2025,1
412,2025-02-15,15,2,2025,1
413,2025-02-16,16,2,2025,1
414,2025-02-17,17,2,2025,1
415,2025-02-18,18,2,2025,1
416,2025-02-19,19,2,2025,1
417,2025-02-20,20,2,2025,1
418,2025-02-21,21,2,2025,1
419,2025-02-22,22,2,2025,1
420,2025-02-23,23,2,2025,1
421,2025-02-24,24,2,2025,1
422,2025-02-25,25,2,2025,1
423,2025-02-26,26,2,2025,1
424,2025-02-27,27,2,2025,1
425,2025-02-28,28,2,2025,1
426,2025-03-01,1,3,2025,1
427,2025-03-02,2,3,2025,1
428,2025-03-03,3,3,2025,1
429,2025-03-04,4,3,2025,1
430,2025-03-05,5,3,2025,1
431,2025-03-06,6,3,2025,1
432,2025-03-07,7,3,2025,1
433,2025-03-08,8,3,2025,1
434,2025-03-09,9,3,2025,1
435,2025-03-10,10,3,2025,1
436,2025-03-11,11,3,2025,1
437,2025-03-12,12,3,2025,1
438,2025-03-13,13,3,2025,1
439,2025-03-14,14,3,2025,1
440,2025-03-15,15,3,2025,1
441,2025-03-16,16,3,2025,1
442,2025-03-17,17,3,2025,1
443,2025-03-18,18,3,2025,1
444,2025-03-19,19,3,2025,1
445,2025-03-20,20,3,2025,1
446,2025-03-21,21,3,2025,1
447,2025-03-22,22,3,2025,1
448,2025-03-23,23,3,2025,1
449,2025-03-24,24,3,2025,1
450,2025-03-25,25,3,2025,1
451,2025-03-26,26,3,2025,1
452,2025-03-27,27,3,2025,1
453,2025-03-28,28,3,2025,1
454,2025-03-29,29,3,2025,1
455,2025-03-30,30,3,2025,1
456,2025-03-31,31,3,2025,1
457,2025-04-01,1,4,2025,2
458,2025-04-02,2,4,2025,2
459,2025-04-03,3,4,2025,2
460,2025-04-04,4,4,2025,2
461,2025-04-05,5,4,2025,2
462,2025-04-06,6,4,2025,2
463,2025-04-07,7,4,2025,2
464,2025-04-08,8,4,2025,2
465,2025-04-09,9,4,2025,2
466,2025-04-10,10,4,2025,2
467,2025-04-11,11,4,2025,2
468,2025-04-12,12,4,2025,2
469,2025-04-13,13,4,2025,2
470,2025-04-14,14,4,2025,2
471,2025-04-15,15,4,2025,2
472,2025-04-16,16,4,2025,2
473,2025-04-17,17,4,2025,2
474,2025-04-18,18,4,2025,2
475,2025-04-19,19,4,2025,2
476,2025-04-20,20,4,2025,2
477,2025-04-21,21,4,2025,2
478,2025-04-22,22,4,2025,2
479,2025-04-23,23,4,2025,2
480,2025-04-24,24,4,2025,2
481,2025-04-25,25,4,2025,2
482,2025-04-26,26,4,2025,2
483,2025-04-27,27,4,2025,2
484,2025-04-28,28,4,2025,2
485,2025-04-29,29,4,2025,2
486,2025-04-30,30,4,2025,2
487,2025-05-01,1,5,2025,2
488,2025-05-02,2,5,2025,2
489,2025-05-03,3,5,2025,2
490,2025-05-04,4,5,2025,2
491,2025-05-05,5,5,2025,2
492,2025-05-06,6,5,2025,2
493,2025-05-07,7,5,2025,2
494,2025-05-08,8,5,2025,2
495,2025-05-09,9,5,2025,2
496,2025-05-10,10,5,2025,2
497,2025-05-11,11,5,2025,2
498,2025-05-12,12,5,2025,2
499,2025-05-13,13,5,2025,2
500,2025-05-14,14,5,2025,2
501,2025-05-15,15,5,2025,2
502,2025-05-16,16,5,2025,2
503,2025-05-17,17,5,2025,2
504,2025-05-18,18,5,2025,2
505,2025-05-19,19,5,2025,2
506,2025-05-20,20,5,2025,2
507,2025-05-21,21,5,2025,2
508,2025-05-22,22,5,2025,2
509,2025-05-23,23,5,2025,2
510,2025-05-24,24,5,2025,2
511,2025-05-25,25,5,2025,2
512,2025-05-26,26,5,2025,2
513,2025-05-27,27,5,2025,2
514,2025-05-28,28,5,2025,2
515,2025-05-29,29,5,2025,2
516,2025-05-30,30,5,2025,2
517,2025-05-31,31,5,2025,2
518,2025-06-01,1,6,2025,2
519,2025-06-02,2,6,2025,2
520,2025-06-03,3,6,2025,2
521,2025-06-04,4,6,2025,2
522,2025-06-05,5,6,2025,2
523,2025-06-06,6,6,2025,2
524,2025-06-07,7,6,2025,2
525,2025-06-08,8,6,2025,2
526,2025-06-09,9,6,2025,2
527,2025-06-10,10,6,2025,2
528,2025-06-11,11,6,2025,2
529,2025-06-12,12,6,2025,2
530,2025-06-13,13,6,2025,2
531,2025-06-14,14,6,2025,2
532,2025-06-15,15,6,2025,2
533,2025-06-16,16,6,2025,2
534,2025-06-17,17,6,2025,2
535,2025-06-18,18,6,2025,2
536,2025-06-19,19,6,2025,2
537,2025-06-20,20,6,2025,2
538,2025-06-21,21,6,2025,2
539,2025-06-22,22,6,2025,2
540,2025-06-23,23,6,2025,2
541,2025-06-24,24,6,2025,2
542,2025-06-25,25,6,2025,2
543,2025-06-26,26,6,2025,2
544,2025-06-27,27,6,2025,2
545,2025-06-28,28,6,2025,2
546,2025-06-29,29,6,2025,2
547,2025-06-30,30,6,2025,2
548,2025-07-01,1,7,2025,3
549,2025-07-02,2,7,2025,3
550,2025-07-03,3,7,2025,3
551,2025-07-04,4,7,2025,3
552,2025-07-05,5,7,2025,3
553,2025-07-06,6,7,2025,3
554,2025-07-07,7,7,2025,3
555,2025-07-08,8,7,2025,3
556,2025-07-09,9,7,2025,3
557,2025-07-10,10,7,2025,3
558,2025-07-11,11,7,2025,3
559,2025-07-12,12,7,2025,3
560,2025-07-13,13,7,2025,3
561,2025-07-14,14,7,2025,3
562,2025-07-15,15,7,2025,3
563,2025-07-16,16,7,2025,3
564,2025-07-17,17,7,2025,3
565,2025-07-18,18,7,2025,3
566,2025-07-19,19,7,2025,3
567,2025-07-20,20,7,2025,3
568,2025-07-21,21,7,2025,3
569,2025-07-22,22,7,2025,3
570,2025-07-23,23,7,2025,3
571,2025-07-24,24,7,2025,3
572,2025-07-25,25,7,2025,3
573,2025-07-26,26,7,2025,3
574,2025-07-27,27,7,2025,3
575,2025-07-28,28,7,2025,3
576,2025-07-29,29,7,2025,3
577,2025-07-30,30,7,2025,3
578,2025-07-31,31,7,2025,3
579,2025-08-01,1,8,2025,3
580,2025-08-02,2,8,2025,3
581,2025-08-03,3,8,2025,3
582,2025-08-04,4,8,2025,3
583,2025-08-05,5,8,2025,3
584,2025-08-06,6,8,2025,3
585,2025-08-07,7,8,2025,3
586,2025-08-08,8,8,2025,3
587,2025-08-09,9,8,2025,3
588,2025-08-10,10,8,2025,3
589,2025-08-11,11,8,2025,3
590,2025-08-12,12,8,2025,3
591,2025-08-13,13,8,2025,3
592,2025-08-14,14,8,2025,3
593,2025-08-15,15,8,2025,3
594,2025-08-16,16,8,2025,3
595,2025-08-17,17,8,2025,3
596,2025-08-18,18,8,2025,3
597,2025-08-19,19,8,2025,3
598,2025-08-20,20,8,2025,3
599,2025-08-21,21,8,2025,3
600,2025-08-22,22,8,2025,3
601,2025-08-23,23,8,2025,3
602,2025-08-24,24,8,2025,3
603,2025-08-25,25,8,2025,3
604,2025-08-26,26,8,2025,3
605,2025-08-27,27,8,2025,3
606,2025-08-28,28,8,2025,3
607,2025-08-29,29,8,2025,3
608,2025-08-30,30,8,2025,3
609,2025-08-31,31,8,2025,3
610,2025-09-01,1,9,2025,3
611,2025-09-02,2,9,2025,3
612,2025-09-03,3,9,2025,3
613,2025-09-04,4,9,2025,3
614,2025-09-05,5,9,2025,3
615,2025-09-06,6,9,2025,3
616,2025-09-07,7,9,2025,3
617,2025-09-08,8,9,2025,3
618,2025-09-09,9,9,2025,3
619,2025-09-10,10,9,2025,3
620,2025-09-11,11,9,2025,3
621,2025-09-12,12,9,2025,3
622,2025-09-13,13,9,2025,3
623,2025-09-14,14,9,2025,3
624,2025-09-15,15,9,2025,3
625,2025-09-16,16,9,2025,3
626,2025-09-17,17,9,2025,3
627,2025-09-18,18,9,2025,3
628,2025-09-19,19,9,2025,3
629,2025-09-20,20,9,2025,3
630,2025-09-21,21,9,2025,3
631,2025-09-22,22,9,2025,3
632,2025-09-23,23,9,2025,3
633,2025-09-24,24,9,2025,3
634,2025-09-25,25,9,2025,3
635,2025-09-26,26,9,2025,3
636,2025-09-27,27,9,2025,3
637,2025-09-28,28,9,2025,3
638,2025-09-29,29,9,2025,3
639,2025-09-30,30,9,2025,3
640,2025-10-01,1,10,2025,4
641,2025-10-02,2,10,2025,4
642,2025-10-03,3,10,2025,4
643,2025-10-04,4,10,2025,4
644,2025-10-05,5,10,2025,4
645,2025-10-06,6,10,2025,4
646,2025-10-07,7,10,2025,4
647,2025-10-08,8,10,2025,4
648,2025-10-09,9,10,2025,4
649,2025-10-10,10,10,2025,4
650,2025-10-11,11,10,2025,4
651,2025-10-12,12,10,2025,4
652,2025-10-13,13,10,2025,4
653,2025-10-14,14,10,2025,4
654,2025-10-15,15,10,2025,4
655,2025-10-16,16,10,2025,4
656,2025-10-17,17,10,2025,4
657,2025-10-18,18,10,2025,4
658,2025-10-19,19,10,2025,4
659,2025-10-20,20,10,2025,4
660,2025-10-21,21,10,2025,4
661,2025-10-22,22,10,2025,4
662,2025-10-23,23,10,2025,4
663,2025-10-24,24,10,2025,4
664,2025-10-25,25,10,2025,4
665,2025-10-26,26,10,2025,4
666,2025-10-27,27,10,2025,4
667,2025-10-28,28,10,2025,4
668,2025-10-29,29,10,2025,4
669,2025-10-30,30,10,2025,4
670,2025-10-31,31,10,2025,4
671,2025-11-01,1,11,2025,4
672,2025-11-02,2,11,2025,4
673,2025-11-03,3,11,2025,4
674,2025-11-04,4,11,2025,4
675,2025-11-05,5,11,2025,4
676,2025-11-06,6,11,2025,4
677,2025-11-07,7,11,2025,4
678,2025-11-08,8,11,2025,4
679,2025-11-09,9,11,2025,4
680,2025-11-10,10,11,2025,4
681,2025-11-11,11,11,2025,4
682,2025-11-12,12,11,2025,4
683,2025-11-13,13,11,2025,4
684,2025-11-14,14,11,2025,4
685,2025-11-15,15,11,2025,4
686,2025-11-16,16,11,2025,4
687,2025-11-17,17,11,2025,4
688,2025-11-18,18,11,2025,4
689,2025-11-19,19,11,2025,4
690,2025-11-20,20,11,2025,4
691,2025-11-21,21,11,2025,4
692,2025-11-22,22,11,2025,4
693,2025-11-23,23,11,2025,4
694,2025-11-24,24,11,2025,4
695,2025-11-25,25,11,2025,4
696,2025-11-26,26,11,2025,4
697,2025-11-27,27,11,2025,4
698,2025-11-28,28,11,2025,4
699,2025-11-29,29,11,2025,4
700,2025-11-30,30,11,2025,4
701,2025-12-01,1,12,2025,4
702,2025-12-02,2,12,2025,4
703,2025-12-03,3,12,2025,4
704,2025-12-04,4,12,2025,4
705,2025-12-05,5,12,2025,4
706,2025-12-06,6,12,2025,4
707,2025-12-07,7,12,2025,4
708,2025-12-08,8,12,2025,4
709,2025-12-09,9,12,2025,4
710,2025-12-10,10,12,2025,4
711,2025-12-11,11,12,2025,4
712,2025-12-12,12,12,2025,4
713,2025-12-13,13,12,2025,4
714,2025-12-14,14,12,2025,4
715,2025-12-15,15,12,2025,4
716,2025-12-16,16,12,2025,4
717,2025-12-17,17,12,2025,4
718,2025-12-18,18,12,2025,4
719,2025-12-19,19,12,2025,4
720,2025-12-20,20,12,2025,4
721,2025-12-21,21,12,2025,4
722,2025-12-22,22,12,2025,4
723,2025-12-23,23,12,2025,4
724,2025-12-24,24,12,2025,4
725,2025-12-25,25,12,2025,4
726,2025-12-26,26,12,2025,4
727,2025-12-27,27,12,2025,4
728,2025-12-28,28,12,2025,4
729,2025-12-29,29,12,2025,4
730,2025-12-30,30,12,2025,4
731,2025-12-31,31,12,2025,4
